Company,Account Type,Twitter Handle,Year,Original Tweets Year,Retweets Year,Reply Tweets Year,Quote Tweets Year,Original Retweets Year,Original Tweet Likes Year,Original Tweet Replies Year,Original Tweet Quotes Year,Account Creation Date,Account Followers,Account Following,Account Likes,Account Public Lists,Original Tweets Total,Retweets Total,Reply Tweets Total,Quote Tweets Total,Original Tweet Retweets Total,Original Tweet Likes Total,Original Tweet Replies Total,Original Tweet Quotes Total
10,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2019,369.0,5.0,161.0,4.0,192,1139,37,37,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
11,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2020,252.0,25.0,522.0,9.0,151,1160,40,20,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
12,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2021,226.0,36.0,307.0,16.0,92,711,28,11,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
13,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2022,144.0,33.0,596.0,3.0,94,471,177,19,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
0,CST BRANDS INC.,Corporate,@CoucheTardQc,2011,9.0,0.0,0.0,0,0,0,0,0,2010-11-26 16:38:22+00:00,2560,176,183,45,32,7,53,0,7,5,3,0
1,CST BRANDS INC.,Corporate,@CoucheTardQc,2012,10.0,3.0,7.0,0,2,1,0,0,2010-11-26 16:38:22+00:00,2560,176,183,45,32,7,53,0,7,5,3,0
2,CST BRANDS INC.,Corporate,@CoucheTardQc,2013,11.0,1.0,12.0,0,3,2,2,0,2010-11-26 16:38:22+00:00,2560,176,183,45,32,7,53,0,7,5,3,0
3,CST BRANDS INC.,Corporate,@CoucheTardQc,2015,2.0,0.0,0.0,0,2,2,1,0,2010-11-26 16:38:22+00:00,2560,176,183,45,32,7,53,0,7,5,3,0
0,VIASAT INC.,Corporate,@ViaSatInc,2013,51.0,29.0,10.0,0.0,30,9,2,1,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
1,VIASAT INC.,Corporate,@ViaSatInc,2014,304.0,69.0,22.0,0.0,177,133,18,1,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
2,VIASAT INC.,Corporate,@ViaSatInc,2015,569.0,383.0,89.0,44.0,328,583,37,0,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
3,VIASAT INC.,Corporate,@ViaSatInc,2016,568.0,360.0,116.0,59.0,556,1292,30,59,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
4,VIASAT INC.,Corporate,@ViaSatInc,2017,523.0,150.0,101.0,20.0,1232,3794,73,135,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
5,VIASAT INC.,Corporate,@ViaSatInc,2018,970.0,192.0,352.0,33.0,1204,5128,147,217,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
6,VIASAT INC.,Corporate,@ViaSatInc,2019,613.0,114.0,220.0,15.0,603,3276,112,82,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
7,VIASAT INC.,Corporate,@ViaSatInc,2020,333.0,39.0,266.0,7.0,267,1297,318,45,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
8,VIASAT INC.,Corporate,@ViaSatInc,2021,265.0,28.0,134.0,4.0,364,1764,292,73,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
9,VIASAT INC.,Corporate,@ViaSatInc,2022,176.0,22.0,110.0,3.0,347,1701,168,86,2009-09-15 20:46:42+00:00,11323,3322,6213,255,4372,1386,1420,185,5108,18977,1197,699
0,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2012,571.0,16.0,2.0,0.0,169,24,12,0,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
1,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2013,1348.0,0.0,0.0,0.0,506,63,27,0,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
2,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2014,1717.0,0.0,0.0,0.0,638,251,17,0,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
3,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2015,2431.0,3.0,0.0,2.0,947,601,31,0,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
4,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2016,1226.0,121.0,0.0,3.0,584,680,6,28,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
5,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2017,717.0,127.0,0.0,0.0,906,726,23,38,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
6,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2018,524.0,210.0,0.0,11.0,888,1161,16,34,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
7,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2019,517.0,305.0,1.0,16.0,1062,2177,36,67,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
8,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2020,444.0,103.0,18.0,16.0,786,1406,29,42,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
9,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2021,403.0,234.0,23.0,38.0,769,1264,33,41,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
10,PAREXEL INTERNATIONAL CORP.,Corporate,@PAREXEL,2022,438.0,254.0,37.0,32.0,828,1486,45,52,2010-08-06 14:23:55+00:00,12383,1172,1692,234,10336,1373,81,118,8083,9839,275,302
0,WOODWARD INC.,Corporate,@woodward_inc,2012,501.0,8.0,20.0,0.0,82,8,22,0,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
1,WOODWARD INC.,Corporate,@woodward_inc,2013,557.0,24.0,36.0,0.0,92,46,23,0,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
2,WOODWARD INC.,Corporate,@woodward_inc,2014,491.0,7.0,10.0,0.0,83,54,13,0,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
3,WOODWARD INC.,Corporate,@woodward_inc,2015,237.0,13.0,3.0,0.0,119,57,5,0,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
4,WOODWARD INC.,Corporate,@woodward_inc,2016,50.0,6.0,1.0,1.0,66,64,4,3,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
5,WOODWARD INC.,Corporate,@woodward_inc,2017,23.0,2.0,0.0,1.0,27,62,2,0,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
6,WOODWARD INC.,Corporate,@woodward_inc,2018,78.0,0.0,4.0,6.0,47,153,7,2,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
7,WOODWARD INC.,Corporate,@woodward_inc,2019,35.0,1.0,0.0,3.0,8,76,4,1,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
8,WOODWARD INC.,Corporate,@woodward_inc,2020,72.0,1.0,0.0,1.0,24,124,5,11,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
9,WOODWARD INC.,Corporate,@woodward_inc,2021,34.0,3.0,0.0,0.0,4,43,1,3,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
10,WOODWARD INC.,Corporate,@woodward_inc,2022,57.0,0.0,0.0,0.0,10,53,18,3,2011-08-24 20:21:25+00:00,1678,355,166,64,2135,65,74,12,562,740,104,23
0,ONE GAS INC,Corporate,@ONEGasInc,2014,127.0,0.0,2.0,0.0,2,3,1,0,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
1,ONE GAS INC,Corporate,@ONEGasInc,2015,84.0,0.0,4.0,2.0,7,9,1,0,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
2,ONE GAS INC,Corporate,@ONEGasInc,2016,33.0,10.0,3.0,3.0,7,12,0,0,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
3,ONE GAS INC,Corporate,@ONEGasInc,2017,27.0,4.0,3.0,1.0,9,27,0,0,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
4,ONE GAS INC,Corporate,@ONEGasInc,2018,18.0,2.0,1.0,0.0,3,22,0,1,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
5,ONE GAS INC,Corporate,@ONEGasInc,2019,23.0,1.0,1.0,0.0,13,101,3,3,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
6,ONE GAS INC,Corporate,@ONEGasInc,2020,125.0,4.0,5.0,6.0,38,223,7,19,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
7,ONE GAS INC,Corporate,@ONEGasInc,2021,83.0,2.0,5.0,9.0,9,98,8,9,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
8,ONE GAS INC,Corporate,@ONEGasInc,2022,97.0,1.0,3.0,5.0,16,102,6,0,2013-07-30 17:14:51+00:00,651,8,106,12,617,24,27,26,104,597,26,32
0,ENSCO PLC CLASS A,Corporate,@ValarisLimited,2020,43.0,0.0,0.0,0,42,257,32,6,2020-06-12 13:16:10+00:00,588,32,120,2,312,2,1,0,217,1090,62,37
1,ENSCO PLC CLASS A,Corporate,@ValarisLimited,2021,75.0,0.0,1.0,0,74,263,15,3,2020-06-12 13:16:10+00:00,588,32,120,2,312,2,1,0,217,1090,62,37
2,ENSCO PLC CLASS A,Corporate,@ValarisLimited,2022,194.0,2.0,0.0,0,101,570,15,28,2020-06-12 13:16:10+00:00,588,32,120,2,312,2,1,0,217,1090,62,37
0,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2009,1.0,0.0,0.0,0.0,0,0,0,0,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
1,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2010,25.0,0.0,0.0,0.0,2,1,0,0,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
2,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2011,12.0,0.0,2.0,0.0,5,1,0,0,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
3,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2012,3.0,0.0,0.0,0.0,1,0,0,0,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
4,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2013,4.0,0.0,0.0,0.0,13,3,0,0,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
5,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2014,2.0,0.0,0.0,0.0,3,2,0,0,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
6,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2015,28.0,3.0,2.0,0.0,76,93,6,0,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
7,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2016,76.0,5.0,0.0,0.0,118,236,7,3,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
8,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2017,111.0,9.0,0.0,3.0,211,464,11,22,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
9,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2018,210.0,5.0,0.0,3.0,330,804,16,14,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
10,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2019,336.0,26.0,1.0,8.0,499,1109,32,33,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
11,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2020,264.0,16.0,2.0,4.0,370,1005,33,29,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
12,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2021,288.0,8.0,3.0,3.0,253,1032,14,19,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
13,OCEANEERING INTERNATIONAL INC,Corporate,@Oceaneering,2022,372.0,13.0,0.0,4.0,178,1379,31,15,2009-09-01 18:00:31+00:00,6301,117,120,125,1732,85,10,25,2059,6129,150,135
0,DELUXE CORP,Corporate,@Deluxe,2009,202.0,0.0,40.0,0.0,0,6,0,0,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
1,DELUXE CORP,Corporate,@Deluxe,2010,599.0,23.0,86.0,0.0,107,10,0,0,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
2,DELUXE CORP,Corporate,@Deluxe,2011,930.0,20.0,125.0,0.0,183,59,36,0,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
3,DELUXE CORP,Corporate,@Deluxe,2012,3302.0,505.0,439.0,0.0,778,171,174,0,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
4,DELUXE CORP,Corporate,@Deluxe,2013,1459.0,418.0,265.0,0.0,686,340,70,1,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
5,DELUXE CORP,Corporate,@Deluxe,2014,491.0,174.0,207.0,0.0,546,643,84,0,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
6,DELUXE CORP,Corporate,@Deluxe,2015,327.0,166.0,1609.0,13.0,408,866,68,0,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
7,DELUXE CORP,Corporate,@Deluxe,2016,261.0,115.0,1454.0,15.0,415,1326,60,71,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
8,DELUXE CORP,Corporate,@Deluxe,2017,154.0,88.0,34.0,3.0,247,739,14,52,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
9,DELUXE CORP,Corporate,@Deluxe,2018,175.0,45.0,24.0,10.0,144,375,8,28,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
10,DELUXE CORP,Corporate,@Deluxe,2019,214.0,39.0,31.0,20.0,122,467,18,36,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
11,DELUXE CORP,Corporate,@Deluxe,2020,299.0,11.0,30.0,12.0,168,1102,52,90,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
12,DELUXE CORP,Corporate,@Deluxe,2021,267.0,38.0,14.0,18.0,100,618,25,29,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
13,DELUXE CORP,Corporate,@Deluxe,2022,266.0,99.0,47.0,20.0,62,586,28,22,2009-03-17 16:58:05+00:00,11138,3500,7173,300,8946,1741,4405,111,3966,7308,637,329
0,BLACK HILLS CORP.,Corporate,@bhenergy,2013,54.0,2.0,7.0,0.0,5,1,1,0,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
1,BLACK HILLS CORP.,Corporate,@bhenergy,2014,119.0,2.0,16.0,0.0,14,8,2,0,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
2,BLACK HILLS CORP.,Corporate,@bhenergy,2015,177.0,7.0,33.0,0.0,18,14,1,0,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
3,BLACK HILLS CORP.,Corporate,@bhenergy,2016,199.0,3.0,52.0,0.0,33,64,2,5,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
4,BLACK HILLS CORP.,Corporate,@bhenergy,2017,19.0,4.0,104.0,0.0,14,54,2,0,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
5,BLACK HILLS CORP.,Corporate,@bhenergy,2018,30.0,0.0,68.0,0.0,36,95,4,3,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
6,BLACK HILLS CORP.,Corporate,@bhenergy,2019,156.0,6.0,112.0,25.0,246,655,35,40,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
7,BLACK HILLS CORP.,Corporate,@bhenergy,2020,482.0,9.0,116.0,30.0,639,1972,78,76,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
8,BLACK HILLS CORP.,Corporate,@bhenergy,2021,387.0,1.0,107.0,6.0,424,1557,91,41,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
9,BLACK HILLS CORP.,Corporate,@bhenergy,2022,337.0,1.0,139.0,3.0,382,1084,101,43,2011-08-31 21:06:47+00:00,3141,1035,1737,44,1960,35,754,64,1811,5504,317,208
0,POLYONE CORP.,Corporate,@AvientCorp,2009,9.0,0.0,1.0,0.0,1,0,0,0,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
1,POLYONE CORP.,Corporate,@AvientCorp,2010,9.0,0.0,0.0,0.0,1,0,0,0,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
2,POLYONE CORP.,Corporate,@AvientCorp,2011,26.0,22.0,2.0,0.0,4,1,1,0,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
3,POLYONE CORP.,Corporate,@AvientCorp,2012,27.0,41.0,4.0,0.0,10,0,5,0,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
4,POLYONE CORP.,Corporate,@AvientCorp,2013,122.0,67.0,13.0,0.0,41,22,11,0,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
5,POLYONE CORP.,Corporate,@AvientCorp,2014,164.0,35.0,10.0,0.0,90,105,15,0,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
6,POLYONE CORP.,Corporate,@AvientCorp,2015,117.0,37.0,5.0,5.0,143,134,6,0,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
7,POLYONE CORP.,Corporate,@AvientCorp,2016,156.0,125.0,13.0,15.0,452,658,35,15,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
8,POLYONE CORP.,Corporate,@AvientCorp,2017,141.0,77.0,5.0,14.0,446,592,5,15,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
9,POLYONE CORP.,Corporate,@AvientCorp,2018,103.0,67.0,3.0,4.0,216,551,8,15,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
10,POLYONE CORP.,Corporate,@AvientCorp,2019,74.0,78.0,2.0,3.0,69,266,2,3,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
11,POLYONE CORP.,Corporate,@AvientCorp,2020,103.0,44.0,0.0,3.0,80,313,7,13,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
12,POLYONE CORP.,Corporate,@AvientCorp,2021,230.0,63.0,1.0,1.0,48,466,4,6,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
13,POLYONE CORP.,Corporate,@AvientCorp,2022,269.0,32.0,7.0,1.0,72,477,7,5,2009-06-27 03:10:29+00:00,6232,409,1551,129,1550,688,66,46,1673,3585,106,72
0,RAYONIER REIT INC,Corporate,@rayonier,2018,12.0,0.0,0.0,0.0,1,13,1,0,2010-04-26 19:54:00+00:00,560,66,230,13,834,26,18,6,1137,4614,75,112
1,RAYONIER REIT INC,Corporate,@rayonier,2019,195.0,7.0,1.0,0.0,193,983,15,18,2010-04-26 19:54:00+00:00,560,66,230,13,834,26,18,6,1137,4614,75,112
2,RAYONIER REIT INC,Corporate,@rayonier,2020,230.0,11.0,3.0,3.0,289,1424,11,42,2010-04-26 19:54:00+00:00,560,66,230,13,834,26,18,6,1137,4614,75,112
3,RAYONIER REIT INC,Corporate,@rayonier,2021,207.0,4.0,2.0,1.0,341,1099,26,28,2010-04-26 19:54:00+00:00,560,66,230,13,834,26,18,6,1137,4614,75,112
4,RAYONIER REIT INC,Corporate,@rayonier,2022,190.0,4.0,12.0,2.0,313,1095,22,24,2010-04-26 19:54:00+00:00,560,66,230,13,834,26,18,6,1137,4614,75,112
0,ITT INC,Corporate,@ITT_Inc,2011,20.0,0.0,0.0,0.0,0,0,1,0,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
1,ITT INC,Corporate,@ITT_Inc,2012,77.0,4.0,1.0,0.0,46,7,6,0,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
2,ITT INC,Corporate,@ITT_Inc,2013,41.0,1.0,0.0,0.0,18,6,0,0,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
3,ITT INC,Corporate,@ITT_Inc,2014,58.0,9.0,0.0,0.0,30,21,2,0,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
4,ITT INC,Corporate,@ITT_Inc,2015,74.0,19.0,0.0,0.0,22,23,0,0,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
5,ITT INC,Corporate,@ITT_Inc,2016,83.0,8.0,0.0,1.0,60,102,3,3,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
6,ITT INC,Corporate,@ITT_Inc,2017,193.0,21.0,1.0,8.0,108,368,2,10,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
7,ITT INC,Corporate,@ITT_Inc,2018,243.0,5.0,0.0,17.0,175,618,13,11,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
8,ITT INC,Corporate,@ITT_Inc,2019,112.0,2.0,0.0,0.0,141,530,3,16,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
9,ITT INC,Corporate,@ITT_Inc,2020,27.0,0.0,0.0,2.0,11,136,1,2,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
10,ITT INC,Corporate,@ITT_Inc,2021,31.0,1.0,0.0,2.0,59,94,1,0,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
11,ITT INC,Corporate,@ITT_Inc,2022,49.0,1.0,0.0,0.0,29,163,3,6,2011-07-12 14:42:46+00:00,1860,114,83,64,1008,71,2,30,699,2068,35,48
0,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2014,38.0,10.0,1.0,0.0,17,4,4,0,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
1,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2015,2.0,1.0,0.0,0.0,0,0,0,0,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
2,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2016,72.0,27.0,0.0,3.0,0,13,1,2,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
3,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2017,116.0,23.0,0.0,0.0,100,19,1,0,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
4,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2018,243.0,9.0,0.0,0.0,259,58,0,2,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
5,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2019,199.0,0.0,0.0,0.0,23,51,1,0,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
6,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2020,147.0,1.0,0.0,0.0,40,32,1,3,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
7,SENSIENT TECHNOLOGIES CORP.,Corporate,@SensientInd,2021,131.0,3.0,0.0,0.0,4,6,0,1,2014-04-16 09:26:07+00:00,465,410,138,5,948,74,1,3,443,183,8,8
0,NEW JERSEY RESOURCES CORP.,Corporate,@NJNaturalGas,2009,6.0,0.0,0.0,0.0,0,0,0,0,2009-12-02 18:52:02+00:00,2050,131,651,60,2869,102,367,28,1059,2914,223,128
1,NEW JERSEY RESOURCES CORP.,Corporate,@NJNaturalGas,2010,233.0,14.0,2.0,0.0,4,1,0,0,2009-12-02 18:52:02+00:00,2050,131,651,60,2869,102,367,28,1059,2914,223,128
2,NEW JERSEY RESOURCES CORP.,Corporate,@NJNaturalGas,2011,181.0,0.0,7.0,0.0,21,1,8,0,2009-12-02 18:52:02+00:00,2050,131,651,60,2869,102,367,28,1059,2914,223,128
3,NEW JERSEY RESOURCES CORP.,Corporate,@NJNaturalGas,2012,271.0,21.0,9.0,0.0,42,5,12,0,2009-12-02 18:52:02+00:00,2050,131,651,60,2869,102,367,28,1059,2914,223,128
4,NEW JERSEY RESOURCES CORP.,Corporate,@NJNaturalGas,2013,161.0,3.0,12.0,0.0,20,11,6,0,2009-12-02 18:52:02+00:00,2050,131,651,60,2869,102,367,28,1059,2914,223,128
5,NEW JERSEY RESOURCES CORP.,Corporate,@NJNaturalGas,2014,154.0,14.0,25.0,0.0,41,24,9,0,2009-12-02 18:52:02+00:00,2050,131,651,60,2869,102,367,28,1059,2914,223,128
6,NEW JERSEY RESOURCES CORP.,Corporate,@NJNaturalGas,2015,148.0,14.0,28.0,1.0,93,73,6,0,2009-12-02 18:52:02+00:00,2050,131,651,60,2869,102,367,28,1059,2914,223,128
